2025-12-06 00:10:57,dan__PR,domain,Surfmine.com,#scam,https://x.com/dan__PR/status/1997096386740072798
2025-12-06 00:10:57,dan__PR,url,http://Surfmine.com,#scam,https://x.com/dan__PR/status/1997096386740072798
2025-12-06 00:33:51,harugasumi,domain,ticket-apicoco.jp,#phishing,https://x.com/harugasumi/status/1997102147809554716
2025-12-06 00:33:51,harugasumi,url,https://ticket-apicoco.jp/Ticket/pia/pn89BT,#phishing,https://x.com/harugasumi/status/1997102147809554716
2025-12-06 01:00:07,urldna_bot,domain,sites.google.com,,https://x.com/urldna_bot/status/1997108761379422289
2025-12-06 01:00:07,urldna_bot,url,https://sites.google.com/l0gin-microsoftwebonlne.app/omine-y6/home,,https://x.com/urldna_bot/status/1997108761379422289
2025-12-06 02:14:20,skocherhan,domain,karma0.xyz,,https://x.com/skocherhan/status/1997127437612642815
2025-12-06 02:14:20,skocherhan,url,http://karma0.xyz,,https://x.com/skocherhan/status/1997127437612642815
2025-12-06 02:14:20,skocherhan,ip,205.185.116.233,,https://x.com/skocherhan/status/1997127437612642815
2025-12-06 03:00:09,urldna_bot,domain,tryjhytyjctfhdrxtse46ysxfgjxfyjfyjxdthtrterrthfhhhfff.weebly.com,,https://x.com/urldna_bot/status/1997138966579958224
2025-12-06 03:00:09,urldna_bot,url,https://tryjhytyjctfhdrxtse46ysxfgjxfyjfyjxdthtrterrthfhhhfff.weebly.com,,https://x.com/urldna_bot/status/1997138966579958224
2025-12-06 05:00:06,urldna_bot,domain,gejejhehehee.weebly.com,,https://x.com/urldna_bot/status/1997169154302914888
2025-12-06 05:00:06,urldna_bot,url,https://gejejhehehee.weebly.com,,https://x.com/urldna_bot/status/1997169154302914888
2025-12-06 06:28:17,skocherhan,ip,139.99.17.184,,https://x.com/skocherhan/status/1997191343932670015
2025-12-06 06:28:17,skocherhan,ip,196.251.86.145,,https://x.com/skocherhan/status/1997191343932670015
2025-12-06 06:28:17,skocherhan,ip,51.79.214.125,,https://x.com/skocherhan/status/1997191343932670015
2025-12-06 06:28:17,skocherhan,ip,154.90.58.164,,https://x.com/skocherhan/status/1997191343932670015
2025-12-06 06:38:44,skocherhan,ip,213.209.143.85,,https://x.com/skocherhan/status/1997193975308988474
